Text,Label
كم من الوقت تستغرق الموافقة المبدئية أسبوعين أو أكثر أنتظر,Inquiry
يرجى إيصال الأهمية,Inquiry
تم إرسال رقم هاتفي الشخصي مع رسالة خاصة في حسابك على الرغم من أنني على يقين من أنني لن أحصل على حقي كعميل في بنك تطوير الإمارات من خلال تغيير في سعر الفائدة للبنك من 3,Complaint
50 إلى 4,Miscellaneous
ص,Miscellaneous
يجب عليك شراء قروض قديمة وتحويلها إلى قرض واحد القرض العقاري وتقسيط الأقساط في دفعة واحدة معظم البنوك بنفس الطريقة,Inquiry
يمكنك الاتصال بي ولديك تمويل عقاري,Inquiry
لا أحد يستمر,Complaint
ماذا حدث لاعتراضي على خطأ في قيمة القرض الذي تلقيته مني ومن زوجتي ودخلنا الشهر الجديد وأعدك أنك لم تحل المشكلة,Complaint
السلام عليكم برجاء الاتصال,Inquiry
يمكنك الاتصال بنا بخصوص تمويل مشروع صغير,Inquiry
اتصل أخي بك ولم يتصل بي أحد,Complaint
هل ستشتري قروضًا قديمة وتحولها إلى قرض عقاري وخصم واحد؟,Inquiry
هل تمول منزلا تحت الانشاء,Inquiry
أريد تمويل منزل,Inquiry
لم يتم الاتصال بي عندما يكون الأقدم من 7 أيام,Complaint
السلام عليكم اذا اردت مليون منك ان تبني منزلا كم تبحث عنه كل شهر كم هو المنفع وكم سنة تعرف راتبي هو 16 على دين شهري 2500,Inquiry
السلام عليكم ورحمة الله وبركاته ممكن دعم الانشطه التجاريه وكيف يتم الاتصال بي 0507741177,Inquiry
السلام عليكم يمكنكم التواصل معنا بخصوص تمويل المشاريع القائمة او الجديدة,Inquiry
كم هو معدل الربح الخاص بك,Inquiry
السلام عليكم من فضلكم تواصلوا مع قسم الشكاوى,Inquiry
لقد أرسلت إليك بريدًا إلكترونيًا بخصوص شكواي وطلبت مني أن أكون حاضرًا والخطأ هو خطأك وأنت تجيبه بالكامل عبر الهاتف وتتجنب الرد رسميًا على,Complaint
تجميع الإجراءات وطلبات الأوراق التي لم يتم التصرف فيها,Complaint
للأسف هذا المصرف العقاري جعل إجراءاته معقدة ولسوء الحظ هناك إجراءات صارمة في مكانها بصراحة والآن أحاول العمل معك للتوصل إلى حل,Complaint
السلام عليكم هل استطيع ان اعرف اذا كان المنزل جاهزا بتمويل رواتب السكن,Inquiry
شهر واحد ولم أستطع التواصل معك من خلال الرقم المجاني 80027274,Complaint
اخواني في بنك الامارات للتطوير ماذا يحدث لهذه الكلمات في دولة متطورة مثل الامارات,Complaint
لماذا لم تحل أنا وزوجتي هذه المشكلة نتعامل معك بشكل رسمي وما تريده هو مشكلة كل شهر وفي كل مرة تتهرب من المسؤولية تستمر المشكلة لمدة شهر تقريبًا ومن وقت لآخر لا يوجد رد منك يرجى الاتصال 0503233361,Complaint
جزاكم الله خيرًا ، وشكرًا له ، ولكننا نأمل في توفير تسهيلات للدفع لتأجيل القسط خلال العطلات للتخفيف من الأعباء على المواطنين.,Inquiry
علاجهم سيء للغاية صدقك والتهرب وأنا بعد lynne lahina لم تحل مشكلتي,Complaint
علمك الله زين كنت اعرف ولا انوي التعامل معهم,Complaint
لديك شكوى حول قيام البنكي بتقديم شكوى مقدمًا ولم يتخذ الإجراء اللازم على العكس من ذلك ، هناك تأخير متعمد وعدم الاهتمام بإتمام المعاملة لا يحدث إذا كانت هناك أوجه قصور ما لم أبدأ الاتصال يرجى تزويدني عدد مسؤول البنك بشكل عاجل طلبت بالفعل نفس الطلب,Complaint
السلام عليكم تحية طيبة بالرجوع الى طلبك السابق والمعلومات التي ارسلتها في الوقت المناسب لكنني لم اتلقى اي رد من فضلك برجاء التكرم والاطلاع على الموضوع وقبول كل الاحترام الواجب,Complaint
أبا تعرف كم الفائدة من تمويل الرهن العقاري,Inquiry
يرجى تزويدنا برقم الهاتف وسوف نتصل بك في أقرب وقت ممكن للرد على استفسارك,Inquiry
شكرا لك ، تحية طيبة ، لقد تلقيت هذه الرسالة في 1 3 2018 ، لكني لم أتلق أي استفسار أو متابعة حتى الآن.,Complaint
مشكلة خدمة العملاء هي ما يستجيبون,Complaint
في الواقع نحن في بلد متقدم وحتى الآن لا يرغب بنك الإمارات في تعديل إجراءاتهم ، أنصحني جميعًا بأنني لا أقدم لهم لأنهم يعفوون عن أحدهم للموافقة على طلب القرض وكل أوراقي مكتملة وتستغرق 4 الأشهر التي وصلنا إليها وبعد فترة الموافقة هي شهر وما يخبركم به عندما يفاجئون عندما يعودون وبعد شيء مستحيل يجيبون على هواتفهم المباشرة ولسوء الحظ في اليوم الذي تتعامل فيه مع بنك الإمارات للتنمية يظهر العكس عكس التوافقات و اجراءات طويلة ومعقدة وصعبة ومدعومة من المواطنين وفي أيدي شكاوي من المواطنين عليهم دعنا نتواصل معكم بالطبع اشهر تمر وطنه تقدم شكوى بعد شك 2050 ان شاء الله,Complaint
لسوء الحظ هذا البنك العقاري جعل إجراءاته معقدة ولسوء الحظ هناك إجراءات صارمة في مكانها بصراحة والآن أحاول العمل معك للتوصل إلى حل إخواني أحاول الاتصال بشخص مسؤول معهم أتمنى لو كان لديك اسمه و الموقع الذي تخبرني به لأن ما يكفي منهم غامر,Complaint
كتذكير لم يتم الاتصال بي بعد,Complaint
اعتدت على اقتراض منزل كل ما سألته عن الموظف قال ماذا يفعل المدوري ما فائدة الاعلانات التي لسوء الحظ ليس لديك أي تسهيلات للمواطنين,Complaint
ارجو ان تزودني فقط باسم المسؤول والموقع الالكتروني للبنوك في ابو ظبيو ليتمكن من زيارته,Inquiry
من أسبوعين أحاول الاتصال بمركز الاتصال 80027274 لمتابعة الطلب ولكن دون جدوى يرجى التواصل 0563224322,Complaint
#did_ أنت تعلم أنني مرت 5 أشهر منذ أن قدمت طلب القرض ولم أحصل على الموافقة النهائية وكل ثلاثة أسابيع يتم الاتصال بي لتحديث الأوراق مع العلم أنني قدمت طلبًا للاتصال بي من قسم الشكاوى وقد فعلت ذلك لا أحصل على الرد حيث لدي دليل من خلال تقديم الأوراق في الوقت المحدد وطلبت استرداد مبلغ قيمة الأرض التي قالوا إنها لا نعيد المبلغ الذي ارتكبه البنك هذا الخطأ في تأخير كيفية استرداد المبلغ إذا استمر شخص ما,Complaint
أريد قرضاً لشراء منزل لأطفالي أعمل في أحد بنوك الدولة وحاولت الاتصال عدة مرات ولكن بدون إجابة ذكرت المكالمات المستمرة,Complaint
الرجاء المساعدة في البيان لإكمال المستندات المطلوبة لتقديم الطلب,Inquiry
الأوراق التي طلبوها ستهتم بشهرهم,Miscellaneous
لا توجد طريقة يمكنني الاتصال بها yay لين ثم نسيها تجار جي,Miscellaneous
رأسه كنا أكثر من يوم للاتصال وليس هناك رد على الأقل من الناس في اليوم الذي تتصل فيه,Complaint
تم احتساب المعدل وليس لديك متغير,Miscellaneous
بنك الإمارات للتنمية في دبي وأبوظبي,Miscellaneous
كيف اتواصل معك,Inquiry
هل يمكن تمويل فيلا في الريف 2 وهل هناك استحقاق من الدفعة الأولى,Inquiry
نصلب ما تريد,Miscellaneous
السلام عليكم ورحمة الله وبركاته إذا كنت تريد أن تأخذ عقارًا تجاريًا ، فيرجى الاتصال في الصباح من الساعة 1130 إلى 230 مساءً,Inquiry
السلام عليكم كيف اخذ اسكان تجاري يعني عقار تجاري,Inquiry
كيف يمكننا التقدم لشواغرك,Inquiry
جاء لي قرض الإسكان في رأس الخيمة وطلب مني التوقيع على عقد الرهن العقاري من قبل بنك التنمية الإماراتي ، هل يمكنني التوقيع عليه في فرع دبي ولست بحاجة إلى رأس الخيمة للرد عليك ، لكنني راجعت الفرع في دبي وقال إن الورقة تتجلى من حاضرى من أنا وموظف الرهن العقاري هو السكن فقط,Inquiry
حاول الاتصال ولكن لا أحد سيجيب,Complaint
الحوتات المطلوبة من المواطنين للتمويل لتمويل الأفراد,Inquiry
شروط شو لتمويل المشروع,Miscellaneous
فيما يلي الشروط اللازمة لأخذ تمويل بناء المساكن بامتنان,Inquiry
والله أعطيتك الرقم واتصل موظف لك للأسف بما حدث لي,Complaint
السلام عليكم اريد ان استفسر فله 4 مليون شرط وكم هو الاقتصاد,Miscellaneous
قبل أن تقوم بالإعلانات تستجيب للإنشاء,Miscellaneous
لقد مر أكثر من أسبوع على الاتصال برقم الهاتف المجاني ولا يمكن لأحد الرد علينا,Complaint
ولا طائر,Miscellaneous
ولكن يتيح لك إضافة إعلانات الأسبوع الماضي الذي أخبرتني بالاتصال به وإعطائنا رقمك كالمعتاد قمت بسحب كل شيء,Miscellaneous
ممكن ترسل لي التفاصيل عن طريق البريد الالكتروني,Inquiry
للحصول على معلومات اليوم اتصل بشخص محدود للرد على شخص مستحيل وشخص يعتقد أنه يرد بملاحظة أيضًا تركت رسالة صوتية للرد علي ورد محدود لهذا اليوم,Miscellaneous
أخبرت جميع الموظفين أنني تعاملت مع ذلك فأنا أبي في رحلة طبية في سنغافورة وأنا الرفيق الثاني وأعيش أيضًا في شقة وتم الاتفاق على إخلائها في نهاية الشهر الماضي,Miscellaneous
كما وعدني المدير المسؤول بالاتصال ثم لم يرد على مكالماتي لدي التزامات كثيرة وتعطلت اهتماماتي وتطلبت أيضًا أن أتوقف عن العمل بسبب هذا,Complaint
# إدب,Miscellaneous
في سنغافورة ، أنا الرفيق الثاني وأعيش أيضًا في شقة وتم الاتفاق على إخلائها في نهاية الشهر الماضي,Miscellaneous
كما وعدني المدير المسؤول بالاتصال ، ثم لم يرد على مكالماتي.لدي العديد من الالتزامات وتعطلت مصالحي وتطلبت أيضًا أخذ إجازة من عملي بسبب هذا,Complaint
hhshkmohd edb_uae,Miscellaneous
يمكن تعديل الأقساط والمدفوعات الشهرية خلال فترة التمويل أي أكثر أو أقل من الأشهر,Inquiry
السلام عليكم لاكثر من فترة وانا احاول التواصل معك وذهبت الى البنك في دبي لحل مشكلتنا ولكن دون جدوى وحاولت التواصل على الرقم المجاني ولا احد يجيب الرجاء التواصل من اجل الاهمية,Inquiry
اريد رقم هاتف تمويل,Inquiry
هل تقدم قرضًا للأفراد؟,Inquiry
لسوء الحظ المجموعة عاطلة عن العمل لفترة طويلة وغير مستعدة لتقديم أي دعم أو مساعدة سواء من الموظف أو حتى مديرهم أنا متأثر جدًا بالتأخير والإهمال,Complaint
لقد تقدمت بشكوى ولم يتصل بي أحد حتى الآن قمت بحذف تعليقات باول الأولى دون إيجاد حلول أو حتى الاتصال بالعميل edb_uae hhshkmohd sharjahnews,Complaint
السلام عليكم ورحمة الله يرجى الاتصال بي على رقم هاتفي من أجل اتباع العلاج الخاص بي لأنني أتصل بخدمة العملاء ولا يوجد رد منهم,Complaint
للأسف بعض البنوك تتنافس معك على معدل الربح,Miscellaneous
نحن مواطنون في بنك الإمارات للتنمية لتمويل برنامج الشيخ زايد للإسكان,Miscellaneous
للأسف مشاكلي مكسورة وليست مستعدة لتقديم أي دعم أو مساعدة سواء من الموظف أو حتى مديرهم أنا متأثر جدا بالتأخير والإهمال,Complaint
لقد قدمت شكوى ولم يتصل بي أحد بعد edb_uae,Complaint
أريد رقمًا مباشرًا لدينا مكتب فرعي في أبوظبي يحتاج إلى موظفين أنا أكثر من مرة أريد أن أزور أبو ظبي وفدي والفجيرة ولكن لأبو ظبي يجب أن أتوسل إليهم لزيارة الموظف السري الذي سيخبرك أن الله,Inquiry
أخي لا يزال ينتظر اتصالك,Complaint
ما المقصود بتحويل الأموال,Inquiry
لسوء الحظ أرقامك على الفادي غير محدودة والرد على مكالماتنا,Complaint
هل من الممكن تمويل بيت ورثة شعبي من خلالك وعليه أن يسلم,Inquiry
أحاول الاتصال بك ولا يوجد رد,Complaint
آمل أن أتواصل معي عبر البريد الإلكتروني الخاص فيما يتعلق بدعم الشركات الصغيرة والمتوسطة,Inquiry
#اسم,Miscellaneous
في اليوم الذي نتصل فيه بشخص يجيب,Miscellaneous
بارك الله فيكم وشكرا على تواصلك معي لدي مشروع تعبئة مياه معدنية واريد تمويل المشروع اذا امكنني اجريت دراسة جدوى للمشروع مع احد المراكز المتخصصة في هذا المجال وحسب دراسة الجدوى المشروع 100 ناجح إن شاء الله ، والعقبة الوحيدة أمام تنفيذ هذا المشروع هي التمويل ، ويرجى تقديم المشورة لي ، هل يمكنك تمويل هذه المشاريع ، وشكرا مرة أخرى على الاهتمام والتواصل معي,Inquiry
السلام عليكم لأكثر من فترة وأنا أحاول التواصل معك وذهبت إلى البنك في دبي لحل مشكلتنا ولكن دون جدوى وحاولت التواصل على الرقم المجاني ولا أحد يجيب الرجاء التواصل من أجل الأهمية ولسوء الحظ سنقوم يجب التوقف عن العمل في المشاريع الممولة من قبل بنك التنمية وتم إخطار المالكين والعملاء بهذا الأمر والسبب هو عدم قدرتنا على استلام مستحقاتنا عن العمل الذي قام به البنك بسبب عدم قدرة القسم الفني في البنك على حل مشكلتنا على الرغم من الوعود المتكررة,Complaint
السلام عليكم لدي مشروع الرجاء الاتصال بالدعم,Inquiry
هذا يعني إمكانية تحويل رهن عقاري من بنك إلى البنك معك,Miscellaneous
أنا مشتري منزل وأريد تحويل سلفيت لك,Inquiry
في انتظار الاتصال بإذن الله,Complaint
السلام عليكم ورحمة الله وبركاته أنا مواطن أود تمويل فيلا من غرفتي نوم في دبي,Inquiry
25 مليون درهم والراتب الحالي 60 ألف درهم,Miscellaneous
يرجى الاتصال بي من خلال أحد مندوبيكم الكرام,Inquiry
فوجئت بعدم التفاعل مع تغريدات البنك,Complaint
لا تقم حتى بإعادة تغريد التغريدات,Miscellaneous
,Miscellaneous
أقوم بتقديم شهادة ديونه وكشف الحساب المتأخر ، وأؤيد أكثر من أسبوع عرض أسباب التأخير فيما يتعلق بشهادة الدين وبيان الحساب في رأس الخيمة المتحولين من رأس الخيمة دبي من دبي يدير أبوظبي بعد رأس الخيمة يرد على شهادة مديونية كشف حساب من فرع رأس الخيمة وبيان حساب الين في الوقت الذي لم أختتم فيه من تاريخ 412018 من تاريخ التواصل ويخبرونني أن الطلب مقدم من رأس الخيمة يتم تنفيذ الصفقة من قبل دبي وصاحب أبو ظبي بعد رد رأس الخيمة لماذا أنا بالفعل أسافر وأسرع بها وأريدها قريبًا,Complaint
ما هو سلم القروض للرواتب الأقل من 30 ألف في الشهر بقرض إجمالي قدره 4,Inquiry
أ,Miscellaneous
يرجى تصحيح المعلومات التي تفيد بأن البنك لا يمول المشاريع الصغيرة والمتوسطة ولكن الدراسة والمشاريع الصحية لأنك كنت هناك وتأكيد هذه المعلومات يرجى إطلاع العملاء,Complaint
يمكن توضيح معنى الأموال المحولة,Miscellaneous
لدي سؤال لأشقائي حول موضوع الأوراق المطلوبة حق الراغبين في تقديم قرض الفرق لبرنامج الإسكان زايد,Inquiry
ما هو رهن والأموال المحولة,Inquiry
السلام عليكم لو استطعت التواصل جزاكم الله خير,Inquiry
اتصل بي mohd على موضوعي,Inquiry
الحمد لله حصلت على شخص يكتب انطباعه,Miscellaneous
تأخذها منهم,Miscellaneous
أنظر بدون عقلي,Miscellaneous
لدي استفسار يرجى الاتصال لأنه اتصل بما تم الرد عليه,Inquiry
ما هي الأموال المحولة والمتعهد بها,Inquiry
هل من الممكن تمويل منزل للمواطن بدون دفعة أولى,Inquiry
للأسف لدينا مشروع صناعي في أبوظبي ولم يوافق مستشارك الأجنبي على طلبنا,Complaint
أين هم المواطنون الذين فوجئت بهم بعدم دعم المواطنين وخاصة الأجانب الذين يتحكمون في القرارات,Complaint
الرجاء التواصل معي,Inquiry
خدمة آسف للأسف لبعض موظفيك الموجودين في مبنى برنامج الشيخ زايد للإسكان,Complaint
ماذا تعني الأموال المحولة,Inquiry
شكرا لكم على اهتمامكم,Inquiry
سأل الجميع وسوف أتبين أخي الرد الخل نعرف أننا يمكن أن تستفيد,Inquiry
السلام عليكم انا الديوان دفع لي ثمانين الف اريد ان اعرف كم بقي من سلفي,Miscellaneous
لماذا لا تقول للعامة والمعرفة إلا إذا كنت تعيش في الماضي يتحدث العالم عن البيانات المفتوحة وتهتم بأخذ أعداد الأشخاص وتخزينها معك,Complaint
السلام عليكم ورحمة الله وبركاته ، لدي استفسار حول مقدار أرباحك إذا أخذت منك مليون ونصف قرض ومقدار فترة سداد 25 سنة أو أكثر أو أقل,Inquiry
هيا لي الخاصة,Miscellaneous
ما هي الأموال المحولة والمتعهد بها وكيف يمكنني أن أعطيك اتصالا خاصا بالغلي,Inquiry
لدي قرض بقيمة مليوني ، ولهذا الغرض أحتاج إلى حوالي 300000 هل يمكنني,Inquiry
بدون فائدة ربوية,Miscellaneous
كيفية تحويل الأموال,Inquiry
hicall يتم الرد عليك شخص,Miscellaneous
وقت انتظار طويل من 0840 إلى 1140 + رقم حر مشغول 24 ساعة هذه ليست صفقة سعادة,Complaint
يرجى الاتصال,Inquiry
لا أحد يرد,Complaint
قرض بمليون درهم,Miscellaneous
مقدار الربح والفترة الزمنية,Inquiry
أحييكم مع حسابي,Miscellaneous
100 منتج تنحيف طبيعي ومنتجات للعناية بالشعر والبشرة,Miscellaneous
منتجات آمنة وفعالة,Miscellaneous
وأموالها ليس لها آثار جانبية,Miscellaneous
السلام عليكم تسأل عن مليون ونصف قرض شهرى بفائدة شهرية ومدتها,Miscellaneous
rich god mabi shi هل لديك حساب لك لأن حسابك للعرض فقط,Complaint
كم من القرض يمكن أن تعطيني وكم سنة أراك,Inquiry
لماذا تحذف عرض التعليقات هل نحن نثق في الخدمات المصرفية إذا قمت بحذف كل تعليق,Complaint
آمل أن يتصل بي جميع المسؤولين في أقرب وقت ممكن,Inquiry
لدي شكوى 0503623627,Complaint
اتصلنا وتركنا رسالة لمدة يومين,Complaint
السلام عليكم ورحمة الله وبركاته لدي مشروع وفكرة جديدة تخدم المجتمع بافضل اسبوعين,Miscellaneous
حتى الآن لم نكن نعرف ما هي وظيفتك فليساعدك الله,Complaint
السلام عليكم كيف اتواصل معكم انا على اتصال مع مسؤول البنك من فضلك اتصل بنا على 0503050003,Inquiry
السلام عليكم ورحمة الله وبركاته تمويل اسلامي وهي أقساط شهرية بقيمة ثابتة,Inquiry
في تمويل المشاريع,Miscellaneous
عقود الاستثمار بدون الربا,Miscellaneous
النبي الواضح يعني تحويل القروض للعقار أو العقارات,Miscellaneous
هو,Miscellaneous
يتم تمويل العقارات التجارية والصناعية السكنية ما هي الشروط,Inquiry
السلام عليكم اريد ان اعرف نظام التمويل وجزاكم الله خيرا,Inquiry
fahdt10 نفس القرض المزدوج ذهبت وقلت لي,Miscellaneous
ad_tower إن شاء الله سيعطون مليوني درهم,Miscellaneous
في يوم السعادة تم الإعلان عن تغيير مبلغ الخصم لبرنامج إسكان الشيخ زايد لمدة ألفي وشهر وستستغرق فترة السداد إلى خمس وعشرين سنة.,Inquiry
ووصل مسج اليوم إلى خصم خمسة آلاف وخمسمائة,Inquiry
ندعو شخص يجيب علينا أن نعرف ما هو الصدق,Miscellaneous
قال النمو دون فائدة على العكس وفوائدها حتى أكثر البنوك الإسلامية,Complaint
لا أحد يجيب على خطوطك المشغولة,Inquiry
كم فائدة طبيعية خاصة,Inquiry
يرجى الاتصال بي على 0505544054,Inquiry
الرجاء التواصل معنا,Inquiry
hii اريد ان اعرف الحساب انا عثمان محمد احذف 2 مليون 300 ولدي قرض من محمد بن راشد للاسكان كم ستخصم من راتبي الشهري كم سنة وراتبي 30 الف دينار لدي بطاقة وطن,Inquiry
عندي استفسار,Inquiry
يرجى الاتصال على 0506228589,Inquiry
هو مقدم الطلب المطلوب أن يكون من البلد أو مسموح به من الخارج,Inquiry
انا محمود,Miscellaneous
الرسوم المتحركة مصمم جرافيك وكل ما يتعلق بالإعلانات,Miscellaneous
إذا كان لديك أي طلب تصميم حاضر بإذن الله,Miscellaneous
في قرض جيد,Miscellaneous
كم الربح,Inquiry
يجب علينا أن نمول الإسلامية وليس ربحية,Miscellaneous
أحاول تقديم طلبي على الموقع لكنه لا يمشي,Complaint
حاولت خمس مرات لفترة,Complaint
السلام عليكم اسمي جابر الريسي فتحت ملف معك قبل 3 اشهر وحتى الان لكن لدي موافقة مبدئية وانتظر الموافقة النهائية لسوء الحظ ابتداء من 3 مرات بيان تخليص وكشف حساب لمدة سنة وشهادة راتب 3 مرات 10 أيام سيؤخرونني لما ينتهي ورقة ثانية ويعيدون الأوراق مرة أخرى,Complaint
في المرة الأولى التي كان فيها خطأ في مكونات المشروع ومرة ​​أخرى سيتم تحديد الوثائق المطلوبة والمرة الثانية ستحذف الهوية في غضون 30 يومًا في المرة الثانية التي سيتم فيها تحديد المستندات المطلوبة والمرة الثالثة ستكون خريطة المنزل قررت وستعاد الأوراق المطلوبة مرة أخرى وبعد ذلك بعد سؤالي عن الأوراق مرة أخرى بالنسبة لي عندما يكون متزوجًا منذ عشر سنوات ولدي 4 أطفال ونحن في عام زايد نوفر لك الرضا الجيد كل يومين اخرج من منزلي في ام القيوين واذهب الى اقرب فرع في دبي وارجعي وحلحال لمدة 3 اشهر طيب متى بدات,Complaint
من السنة وتيت هذه المشكلة لا نهاية لنا ولا لاستفساراتنا,Complaint
اوه كيف تريدين ان نقترض منك ونتوق للديون ولا يوجد رد اعني ضربنا خط ابو ظبي,Complaint
آمل أن تصل رسالتي إلى مسؤولي بنك الإمارات للتنمية وأتأكد من أنني قد تأثرت كثيرًا لأنني أنتظر والمقاول ينتظرني أن أرحل ولكن آمل أن أذهب على الأقل من خلال معاملاتي للذهاب لبلدية أم القيوين لأنها لا تزال تستغرق حوالي شهر لتوقيع ورقة الرهن العقاري شكرا لك,Complaint
هل لديك تمويل في الشارقة,Inquiry
السلام عليكم كيف يكون لديك تمويل لمشروع وما هي الاجراءات المطلوبة,Inquiry
السلام عليكم أجبتم عليها بشكل خاص وأخذتم رقمًا حتى الآن يرجى التواصل معنا نرجو التواصل,Inquiry
يمكن لأي شخص الاتصال بي مع أي أسئلة بشأن القروض,Inquiry
هل يمكنني الاتصال بك على 0503538355,Inquiry
هل تود التواصل معي,Inquiry
جمعة حسن الحمادي 0528833300 تمويل الأعمال الصغيرة,Miscellaneous
الاستمرار معي هو شخص لبناني يقول بالله لا يوجد ابتكار في المشروع ولم ير أي شيء,Miscellaneous
أتمنى أن أبلغت أنني طلبت الموقع مرتين وعبر أحدنا,Complaint
السلام عليكم البنك جيد لقد وعدني البنك بالتمسك بالمدفوعات بتخفيض الفائدة ثم زاد,Complaint
ما هي القروض,Inquiry
السلام عليكم يمكنكم التواصل معي 0504611103,Inquiry
من معظم التعليقات ، يظهر أنك لست صريحًا ومهنيًا في تعاملاتك مع العملاء ، وفوق هذا ما ترد عليه على الاتصالات التي تمدك بقدرات شخصية,Complaint
كيف الطريق والطريق لهم,Inquiry
منذ شهرين وأنا أحاول ولا حياة لمن يتصلون,Complaint
ماين بدوي يكتب لي,Miscellaneous
يرجى الإشارة إلى أن التمويل ليس لجميع المشاريع ولكن لمشاريع محددة,Inquiry
السلام عليكم لدي مشروع بقيمة 4000 الف,Inquiry
كنت أرغب في قرض 700000 لإكمال المنزل,Inquiry
مقدار الربح وكم من الوقت ينفق,Inquiry
أنت لا تستجيب لا للهاتف ولا لأعلى الموقع ولا تحل الدعاية ولا تنوي ما تستجيب له الوهم,Complaint
ارقام التواصل,Inquiry
كم تمويل المنزل,Inquiry
هو تمويل شراء منزل جاهز 100 من قيمة العقار أعني بدون دفعة أولى تم نشر الخبر في 20 سبتمبر الماضي كإتحاد,Inquiry
أنا من الخليج ولدي عمل أريد أن أعرف ما هي شروطك للتواصل,Inquiry
مشكلته تتعامل مع نظام ربوي وهذا ممنوع حسب الشريعة ومن نظام ربوي في الخطيئة ممنوع,Miscellaneous
السلام عليكم ، أود أن أستفسر أكثر عن قروض المشاريع الصغيرة والمتوسطة إن أمكن يمكنك التواصل معي مع التفاصيل على بريدي الإلكتروني,Inquiry
العويس Gmail,Miscellaneous
مع,Miscellaneous
السلام عليكم ممكن ان تمول بيت مشترك يعني ان نشتري بيت ويكون في طريقي انا واختي حتى يمول البنك شخصين,Inquiry
لماذا لا تجيب,Inquiry
كنت أرغب في تمويل بناء منزل,Inquiry
أنا مشغول لدي أسبوعين يدعى mahd معقول,Inquiry
لا يحتوي الموقع على معلومات ولا يرد مركز الاتصال على المكالمات,Complaint
اسمي خالد الحوسني المبلغ المطلوب 700000 0555776622,Inquiry
السلام عليكم بخصوص تمويل الإسكان في دبي كم سعر الفائدة,Inquiry
الآن تلقيت رسالة تيت تفيد بأنك ستأخذ القسط الشهري + دفعت الشهر الماضي إجمالي الفرق المتبقي من قيمة المنزل الممول من برنامج الشيخ زايد للإسكان ، وقد فوجئت بخصم المبلغ الشهري البالغ 1000 درهم الأول من هذا الشهر,Complaint
لماذا ا,Miscellaneous
نصيحة تغيير الشخص الذي يدير حسابك لا يوجد شيء ولكن هاتين الكلمتين لا يحب المواطنون أن يسألوا ويعودوا يقولون شيئًا ثانيًا,Complaint
أيها الأخوة الكرام ، ما زلت في انتظار الاتصال بكم,Complaint
القروض الشخصية ممنوعة,Inquiry
من حيث الأقساط أنا مرتاح معك ولكن من حيث الفوائد يكسر الظهر,Complaint
السطو المسلح والرهائن هذا هو نواياكم,Complaint
الفوائد مبالغ فيها للغاية,Miscellaneous
ردوا على الهاتف,Miscellaneous
هذه طريقة حديثة لموظفي البنك ليطلبوا منك المستندات المطلوبة للقرض فقط اكتمل استرداد الموظفين,Inquiry
والاستغفار منك,Miscellaneous
والله لم أسمع أحدا من الربعين الذين بنوهم يمدحونهم جميعا ذهبوا إلى البنوك الثانية,Miscellaneous
صدق خدمة العملاء سيء للغاية,Complaint
كل شئ جديد بالمقابل ماعدا موضوع لجنة التثمين العقاري لا مال مطلوب,Miscellaneous
نأمل في إزالته وشراء العقار على غرار برامج الإسكان الحكومية,Miscellaneous
ماذا عن المتقاعدين الذين يحق لهم الاقتراض الذي نريد الاستثمار في شراء العقارات,Inquiry
هل تقدمون قرضاً لمواطن متزوج من دولة أجنبية ورفضت منظمات الإسكان طلبها,Inquiry
فائدة ربوية أم لا,Inquiry
لكن المقاول ضل في اليوم السابق ليحصل على مقاول طلب منا إكماله,Miscellaneous
هل هناك أي فوائد للتمويل,Inquiry
بصراحة بنك التنمية لديه أوراق معقدة للغاية أخي تعرف كيف ومتى حاولت مثل هذا مرة واحدة ولكن دون جدوى وحاولت معرفة كلماتي بشكل صحيح وأنا لست مخطئا من المقاول إلى برنامج الإسكان إلى البلدية إلى المقاول ل المقاول إلى المقاول للدافع وحتى النهاية,Complaint
قروض أخي أشتون من البنوك الأخرى,Miscellaneous
ما هي شروطك,Inquiry
هل يمكنك الاتصال بي على الرقم 0554040141,Inquiry
هذا يعني أن توقيت توقيع العقد سيكون بين الدعوة للصلاة والإقامة,Miscellaneous
صلوا من أجل صلاة الموتى ونزول قبري ولم تدفعي القسط الأخير ورائي,Complaint
لسوء الحظ على الآخرين نحن آسفون للغاية,Miscellaneous
بصراحة إجراءاتهم طبيعية ببساطة يقولون لك ورقة من وزير الزراعة,Inquiry
نتعجب منه,Miscellaneous
من فضلك أعطني رقم محدد سأتصل به,Inquiry
هل يمكننا التواصل على القطاع الخاص,Inquiry
الشروط والمتطلبات الخاصة بك غير قادرة يرجى النظر في تمويل بناء مساكن جديدة للمواطنين,Inquiry
إذا كان البنك سيجري معاملة ، فاطلع على أفضل طريقة للاتصال به هي الإجابة عنها حتى إذا كان لديك أي أسئلة,Inquiry
بصراحة العديد منهم يلومونك يجب عليك عدم تضمين الإعلان الأول الذي حسن خدماتك إذا كان الديكور هذا بحد ذاته إعلان,Inquiry
يدفع المواطن أقساط لين أفان الله يموت,Complaint
ما يميز عن البنوك العادية أنها تأخذ الفائدة ولكن بنسبة أقل إذا أخذ البنك منك 3 4 فهي لعمود مادي وفي النهاية زيادة على المبلغ عن طريق الحصول على قرض أعني هل فكرت في بنك المشرق,Inquiry
